501023521,496100314
500938472,496100278
500941225,496100290
500936841,496100279
500938896,496100281
500940428,496100284
500939800,496100283
500935768,496100285
500941116,496100288
500934399,496100287
501022812,496100303
500941636,496100277
500939847,496100292
500939060,496100291
501023064,496100313
501024863,496100304
501021805,496100306
501024528,496100305
501133166,496100310
501025596,496100294
501023091,496100297
501026422,496100296
501022783,496100295
501021776,496100312
501100271,496100307
501024262,496100301
500988516,496100344
501081073,496100329
501021226,496100318
500991460,496100331
500987510,496100337
501025142,496100322
501093485,496100330
500990982,496100340
501024106,496100315
501022592,496100332
500991177,496100343
501024586,496100323
500942336,496100327
501020948,496100328
501024277,496100321
500942962,496100345
500943193,496100347
500991138,496100336
501022416,496100319
500943403,496100346
501022730,496100335
501023531,496100326
501022536,496100317
500991486,496100342
500991389,496100341
501301669,496100339
501024114,496100324
501023790,496100320
501022467,496100316
500988826,496100338
501021560,496100333
501023411,496100334
500943475,496100348
500944014,496100358
500943525,496100351
500954064,496100369
500945387,496100363
500964627,496100383
500943613,496100350
500956108,496100377
500943352,496100357
500955755,496100376
500955340,496100370
500960580,496100378
500943602,496100360
500955126,496100368
500958149,496100379
500943492,496100353
500955749,496100367
500964584,496100382
500955367,496100371
500943149,496100349
500955330,496100380
500960106,496100373
500943945,496100361
500945722,496100365
500943777,496100356
500957500,496100372
500959177,496100375
500943182,496100354
500972900,496100385
500976196,496100384
500943448,496100355
500944184,496100362
500943962,496100359
500955247,496100366
500958141,496100374
500954181,496100364
500961647,496100381
500943680,496100352
500975346,496100386
500912233,488395315
500974846,496100392
500993282,496100416
501029070,496100400
501096131,496100422
500987375,496100393
500992279,496100402
501004383,496100397
500988571,496100395
501007998,496100417
501021333,496100401
500988469,496100421
500995967,496100403
500976259,496100396
501892432,496100407
500975481,496100390
501104717,496100405
500976672,496100389
500988379,496100391
501093508,496100415
500985956,496100419
501082646,496100406
501092801,496100411
501011595,496100399
500974536,496100387
501040581,496100409
501091748,496100408
500986013,496100418
501894135,496100413
500986926,496100420
500991798,496100394
501901547,496100494
501034275,496100452
501103239,496100440
501029326,496100442
501100726,496100412
500994793,496100404
501098731,496100410
500977376,496100388
501003988,496100414
501071367,496100434
501898248,496100497
501139498,496100423
501129604,496100429
501901688,496100444
501088579,496100427
501099530,496100449
501106114,496100428
501894535,496100433
501305053,496100424
501901609,496100441
501284066,496100435
501045134,496100453
501898275,496100496
501901662,496100438
501901674,496100448
501901635,496100447
501134935,496100431
501132912,496100425
501901595,496100450
501121273,496100436
501029379,496100439
501901713,496100446
501029387,496100443
501901535,496100495
500991548,496100426
501038812,496100451
501901574,496100445
501132515,496100535
501120592,496100430
501231693,496100432
501021412,496100477
501022841,496100479
501022559,496100482
500986863,496100469
501022747,496100487
501897293,496100467
500987206,496100466
501901057,496100492
501007689,496100465
501023041,496100483
500987191,496100472
500985237,496100460
501023128,496100489
500992725,496100463
501024416,496100485
501118776,496100456
501022851,496100480
501099659,496100454
500991072,496100468
501025409,496100476
501029404,496100491
501007391,496100458
501024132,496100481
501901621,496100493
501022922,496100478
501095312,496100455
501004322,496100462
501104123,496100457
501029015,496100490
501023413,496100484
501024438,496100486
501023077,496100475
500997302,496100470
501023382,496100474
501095660,496100461
501024724,496100473
501009952,496100471
500990784,496100464
501007168,496100459
501023708,496100488
501894516,496100515
501134693,496100530
501115753,496100522
501022871,496100502
501898180,496100510
501128418,496100531
501024877,496100506
501182189,496100533
501190606,496100518
501109126,496100523
501103982,496100527
501022714,496100508
501024550,496100505
501168711,496100509
501024803,496100507
501023941,496100498
501124133,496100526
501023116,496100503
501119344,496100534
501901155,496100512
501121663,496100525
501120267,496100520
501901089,496100514
501132701,496100524
501901074,496100513
501125832,496100521
501122229,496100528
501022988,496100499
501179887,496100517
501128024,496100519
501894549,496100516
501023913,496100500
501022271,496100504
501105974,496100529
501123527,496100532
501024371,496100501
501029271,496100511
501136103,496100565
501181909,496100558
501128891,496100540
501186755,496100547
501134892,496100566
501125738,496100542
501137028,496100564
501131934,496100539
501181954,496100543
501127900,496100561
501129629,496100553
501132480,496100570
501130404,496100554
501181745,496100544
501181898,496100546
501133777,496100537
501182040,496100560
501119337,496100536
501182051,496100556
501182128,496100549
501134946,496100567
501122073,496100550
501168662,496100538
501193380,496100559
501133244,496100551
501193693,496100555
501160686,496100548
501193557,496100562
501182080,496100563
501181785,496100557
501192902,496100545
501130995,496100541
501168887,496100552
501131063,496100569
501185859,496100576
501137772,496100571
501148822,496100589
501277174,496100602
501136046,496100573
501278420,496100604
501158424,496100593
501154533,496100584
501155771,496100590
501151406,496100595
501265880,496100599
501140089,496100574
501148228,496100587
501151640,496100585
501149690,496100588
501139626,496100572
501443720,496100600
501278139,496100598
501472019,496100601
501154821,496100597
501149634,496100596
501151500,496100583
501156348,496100591
501156945,496100586
501142692,496100592
501186206,496100575
501147335,496100582
501193670,496100577
501362618,496100603
501156032,496100581
501193762,496100579
501193410,496100578
501140191,496100580
501159367,496100594
501490414,496100635
501186216,496100628
501185348,496100631
501169493,496100607
501169265,496100622
501172536,496100608
501177673,496100630
501169182,496100609
501172818,496100634
501169264,496100616
501172685,496100614
501180498,496100633
501169303,496100619
501172582,496100611
501182218,496100641
501177710,496100610
501171799,496100626
501169410,496100623
501178277,496100627
501472149,496100636
501193839,496100618
501168452,496100621
501169767,496100629
501169698,496100637
501179338,496100642
501169469,496100613
501168986,496100615
501169208,496100620
501168911,496100606
501169066,496100605
501175944,496100632
501444654,496100638
501169804,496100624
501169659,496100617
501169862,496100612
501169917,496100625
501169169,496100640
501169787,496100639
501491499,496100671
501461608,496100669
501471804,496100661
501472002,496100667
501440962,496100656
501446340,496100660
501301704,496100659
501302535,496100647
501182199,496100654
501258737,496100663
501168208,496100644
501894570,496100658
501302327,496100665
501302664,496100670
501472571,496100645
501486129,496100672
501305280,496100648
501178020,496100643
501497692,496100666
501486220,496100651
501457930,496100652
501307834,496100650
501305355,496100664
501265455,496100657
501269458,496100653
501281119,496100646
